query,estimated_rows,actual_rows,startup_cost,total_cost,execution_time_ms,q_error,correlation_feature,join_count,selectivity,predicate_count,estimated_selectivity,query_complexity,correlation_strength
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1121.888,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 226000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",308283,471388,47092.74,269736.3,1466.843,1.529075557199067,0.9984,2,0.0785487605426567,6,0.0785487605426567,12,0.9425851265118805
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1245.953,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 226000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",415884,638333,56829.16,290840.73,1735.177,1.5348823229554396,0.9984,2,0.1063672939563071,6,0.1063672939563071,12,1.2764075274756852
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1287.517,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 226000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",522994,805075,56829.16,309639.18,1889.745,1.5393580041071218,0.9984,2,0.1341520008864871,6,0.1341520008864871,12,1.6098240106378452
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'O'
        AND o_totalprice > 226000;",160106,157615,0.0,50172.0,252.147,1.0158043333439075,0.0258,0,0.1050766666666666,4,0.1050766666666666,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'O'
        AND o.o_totalprice > 226000;",160106,157615,7610.25,64815.98,285.256,1.0158043333439075,0.0258,1,0.1050766666666666,4,0.1050766666666666,4,0.4203066666666664
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,383.02,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 226000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",70,0,194092.33,198758.82,453.147,70.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,449.213,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 226000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",92201,138685,206265.67,220383.34,1080.035,1.5041593908959772,0.9984,2,0.02310948699555,6,0.02310948699555,12,0.27731384394659997
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,517.245,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 226000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",199709,305079,47092.74,247586.36,1209.258,1.527617683729827,0.9984,2,0.0508362056683521,6,0.0508362056683521,12,0.6100344680202252
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1128.463,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 226000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",308283,471388,47092.74,269736.3,1426.053,1.529075557199067,0.9984,2,0.0785487605426567,6,0.0785487605426567,12,0.9425851265118805
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1211.18,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 226000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",415884,638333,56829.16,290840.73,1750.633,1.5348823229554396,0.9984,2,0.1063672939563071,6,0.1063672939563071,12,1.2764075274756852
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1303.598,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 226000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",522994,805075,56829.16,309639.18,1870.901,1.5393580041071218,0.9984,2,0.1341520008864871,6,0.1341520008864871,12,1.6098240106378452
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'P'
        AND o_totalprice > 226000;",8527,11758,1000.0,38899.7,124.535,1.3789140377624018,0.0258,0,0.0078386666666666,4,0.0078386666666666,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'P'
        AND o.o_totalprice > 226000;",8527,11758,38091.41,44087.04,139.591,1.3789140377624018,0.0258,1,0.0078386666666666,4,0.0078386666666666,4,0.0313546666666664
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,376.451,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 226000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",70,0,194092.33,198758.82,445.166,70.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,471.104,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 226000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",92201,138685,206265.67,220383.34,1093.628,1.5041593908959772,0.9984,2,0.02310948699555,6,0.02310948699555,12,0.27731384394659997
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,532.567,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 226000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",199709,305079,47092.74,247586.36,1220.427,1.527617683729827,0.9984,2,0.0508362056683521,6,0.0508362056683521,12,0.6100344680202252
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1123.318,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 226000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",308283,471388,47092.74,269736.3,1426.559,1.529075557199067,0.9984,2,0.0785487605426567,6,0.0785487605426567,12,0.9425851265118805
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1209.806,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 226000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",415884,638333,56829.16,290840.73,1762.949,1.5348823229554396,0.9984,2,0.1063672939563071,6,0.1063672939563071,12,1.2764075274756852
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1328.916,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 226000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",522994,805075,56829.16,309639.18,1836.574,1.5393580041071218,0.9984,2,0.1341520008864871,6,0.1341520008864871,12,1.6098240106378452
"SELECT *
    FROM orders
    WHERE o_totalprice > 228500;",317829,315776,0.0,46422.0,250.166,1.0065014440616131,0.0258,0,0.2105173333333333,2,0.2105173333333333,0,0.0
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'F'
        AND o_totalprice > 228500;",155249,152140,0.0,50172.0,246.531,1.0204351255422637,0.0258,0,0.1014266666666666,4,0.1014266666666666,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'F'
        AND o.o_totalprice > 228500;",155249,152140,38855.59,59778.14,196.874,1.0204351255422637,0.0258,1,0.1014266666666666,4,0.1014266666666666,4,0.4057066666666664
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,385.977,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 228500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",68,0,194036.85,198703.15,451.38,68.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,444.843,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 228500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",88892,134358,206017.07,219798.09,1037.013,1.5114745983890563,0.9984,2,0.022388466335567,6,0.022388466335567,12,0.268661596026804
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,505.762,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 228500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",192541,295610,46949.11,246425.83,1154.222,1.5353093626811951,0.9984,2,0.0492583585157338,6,0.0492583585157338,12,0.5911003021888056
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1107.93,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 228500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",297217,456646,46949.11,268070.36,1364.009,1.5364060602186282,0.9984,2,0.0760922579844248,6,0.0760922579844248,12,0.9131070958130976
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1198.816,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 228500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",400956,618464,56386.51,288701.37,1633.453,1.5424734883628128,0.9984,2,0.1030564643992924,6,0.1030564643992924,12,1.236677572791509
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1270.947,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 228500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",504221,779990,56386.51,307108.65,1733.556,1.5469208938144188,0.9984,2,0.1299720140004982,6,0.1299720140004982,12,1.5596641680059786
